"HUGGO_RowNumber";"manyID";"Title";"Signature";"Force";"url";"End";"Checked_HUGGO";"Parties";"No_source";"MetaData_confirmed";"treatyID"
892;"ANDNCM_2004O";"Andean Countries MERCOSUR";"2004-10-18";"2005-01-05";"http://www.sice.oas.org/Trade/mrcsrac/eca1_s.asp#T%C3%8DTULO_I_";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Colombia, Ecuador, Venezuela";NA;2;"ANDNCM_2004O"
893;"ASEANC_2004O";"Association Of South East Asian Nations China";"2004-11-24";"2005-01-01";"https://cil.nus.edu.sg/wp-content/uploads/2019/02/2004-ACFTA-Trade-in-Goods-Agreement-1-1.pdf";NA;NA;"Brunei, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam, China";NA;2;"ASEANC_2004O"
895;"BHR-USA[NA]_2004O";"Bahrain US";"2004-09-14";"2006-01-11";"https://edit.wti.org/app.php/document/show/pdf/bc380b46-3811-495d-8939-28ca02fe9462";NA;NA;"Bahrain, United States";NA;1;"BHR-USA[NA]_2004O"
896;"CRBCCR_2004O";"Caribbean Community (CARICOM) Costa Rica";"2004-03-09";"2005-11-15";"http://www.sice.oas.org/Trade/crcrcom_e/crcrcomind_e.asp";NA;NA;"Antigua and Barbuda, Barbados, Belize, Dominica, Grenada, Guyana, Jamaica, St.Kitts and Nevis, Saint Lucia, St. VIncent and the Grenadines, Suriname, Trinidad and Tobago, Costa Rica";NA;2;"CRBCCR_2004O"
898;"CAFTDR_2004A";"Central American Free Trade Agreement (CAFTA) Dominican Republic";"2004-08-05";"2006-03-01";"http://www.sice.oas.org/trade/cafta/caftadr_e/caftadrin_e.asp";NA;NA;"Costa Rica, Dominican Republic, El Salvador, Guatemala, Honduras, Nicaragua, United States ";NA;2;"CAFTDR_2004A"
901;"INDMRC_2004O";"India MERCOSUR";"2004-01-25";"2009-06-01";"http://www.sice.oas.org/trade/mrcsrindia/Index_e.asp";NA;NA;"Argentina, Brazil. Paraguay, Uruguay, India";NA;2;"INDMRC_2004O"
903;"MRSACU_2004O:MRSACU_2004O";"MERCOSUR Southern African Customs Union (SACU)";"2004-12-16";"2008-04-01";"http://www.sice.oas.org/Trade/MRSRSACU/PTA_e.doc";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Botswana, Lesotho, Namibia, South Africa, Swaziland";NA;2;"MRSACU_2004O:MRSACU_2004O"
904;"MEX-URY[NA]_2004O:MEX-URY[NA]_1986O";"Mexico Uruguay";"2003-11-15";"2004-07-15";"http://www.sice.oas.org/Trade/mexurufta_s/Text_s.asp#Art%C3%ADculo_20-09";NA;NA;"Mexico, Uruguay";NA;2;"MEX-URY[NA]_2004O:MEX-URY[NA]_1986O"
906;"STAFTA_2004O";"South Asian Free Trade Area (SAFTA)";"2004-01-06";"2006-01-01";"https://commerce.gov.in/wp-content/uploads/2020/05/safta.pdf";NA;NA;"Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka";NA;2;"STAFTA_2004O"
914;"HRV-MNE[SRB]_2004O";"Croatia Serbia And Montenegro";"2004-01-14";"2004-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Serbia-Montenegro.pdf";NA;NA;"Croatia, Serbia and Montenegro";NA;2;"HRV-MNE[SRB]_2004O"
917;"MDA-MKD[FYM]_2004O";"FYROM Moldova";"2004-01-28";"";"https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-FYROM.pdf";NA;NA;"Macedonia, Moldova";NA;2;"MDA-MKD[FYM]_2004O"
919;"AGADIR_2004A";"Agadir Agreement";"2004-02-25";"2006-03-26";"https://wits.worldbank.org/GPTAD/PDF/archive/agadir.pdf";NA;NA;"Morocco, Jordan, Tunisia, Egypt";NA;2;"AGADIR_2004A"
921;"HRV-MDA[MLD]_2004O";"Moldova Croatia";"2004-02-27";"";"https://www.worldtradelaw.net/document.php?id=fta/agreements/molcrofta.pdf&mode=download";"2007-08-22";NA;"Moldova, Croatia";NA;2;"HRV-MDA[MLD]_2004O"
922;"IRN-PAK[IRN]_2004O";"Iran Pakistan";"2004-03-04";"2006-09-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Iran-Pakistan.pdf";NA;NA;"Iran, Pakistan";NA;2;"IRN-PAK[IRN]_2004O"
923;"MAR-TUR[NA]_2004O";"Turkey Morocco";"2004-04-07";"2006-01-01";"https://edit.wti.org/document/show/0f660896-0710-4b48-9d32-f0e4e4222722";NA;NA;"Turkey, Morocco";NA;2;"MAR-TUR[NA]_2004O"
924;"JOR-SGP[NA]_2004O";"Jordan Singapore";"2004-05-16";"2005-08-22";"https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Singapore.pdf";"2013-09-01";NA;"Jordan, Singapore";NA;1;"JOR-SGP[NA]_2004O"
925;"AUS-USA[NA]_2004O";"US Australia";"2004-05-18";"2005-01-01";"https://ustr.gov/sites/default/files/uploads/agreements/fta/australia/asset_upload_file148_5168.pdf";NA;NA;"Australia, United States";NA;1;"AUS-USA[NA]_2004O"
926;"BGR-MDA[MLD]_2004O";"Moldova Bulgaria";"2004-05-20";"";"https://www.worldtradelaw.net/document.php?id=fta/agreements/molbulfta.pdf&mode=download";NA;NA;"Moldova, Bulgaria";NA;2;"BGR-MDA[MLD]_2004O"
928;"MAR-USA[NA]_2004O";"US Morocco";"2004-06-15";"2006-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/US-Morocco.pdf";NA;NA;"United States, Morocco";NA;1;"MAR-USA[NA]_2004O"
929;"EFTLBN_2004O";"EFTA Lebanon";"2004-06-24";"2007-01-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/lebanon/EFTA-Lebanon%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Lebanon";NA;2;"EFTLBN_2004O"
930;"AUS-THA[NA]_2004O";"Thailand Australia";"2004-07-05";"2005-01-01";"http://www.thailandntr.com/ROO/TAFTA_Full_EN.pdf";NA;NA;"Thailand, Australia";NA;1;"AUS-THA[NA]_2004O"
931;"PSE-TUR[PLA]_2004O";"Turkey Palestinian Authority";"2004-07-20";"2005-06-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2692/download";NA;NA;"Turkey, Palestine";NA;2;"PSE-TUR[PLA]_2004O"
934;"JPN-MEX[NA]_2004O";"Japan Mexico";"2004-09-17";"2005-04-01";"http://www.sice.oas.org/Trade/MEX_JPN_e/JPN_MEX_e.asp";NA;NA;"Japan, Mexico";NA;2;"JPN-MEX[NA]_2004O"
935;"TUN-TUR[NA]_2004O";"Turkey Tunisia";"2004-11-25";"2005-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Turkey-Tunisia.pdf";NA;NA;"Turkey, Tunisia";NA;1;"TUN-TUR[NA]_2004O"
937;"EFTTNS_2004O";"EFTA Tunisia";"2004-12-17";"2005-06-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/tunisia/EFTA-Tunisia%20Free%20Trade%20Agreement%20EN.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Tunisia";NA;2;"EFTTNS_2004O"
938;"SYR-TUR[SYR]_2004O";"Turkey Syria";"2004-12-22";"2007-01-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2702/download";NA;NA;"Turkey, Syria";NA;1;"SYR-TUR[SYR]_2004O"
939;"ASPCFT_2005A";"Asia Pacific Trade Agreement (Bangkok Agreement Amended)";"2005-11-02";"2006-09-01";"https://www.unescap.org/sites/default/files/2-1-First-Amendment-to-Bangkok-Agreement.pdf";NA;NA;"Bangladesh, China, India, Laos, South Korea, Sri Lanka";NA;2;"ASPCFT_2005A"
940;"BRA-SUR[NA]_2005O";"Brazil Suriname";"2005-04-21";"2006-07-26";"http://www.sice.oas.org/Trade/BRA_SUR/BRA_SUR_s.asp#CAP%C3%8DTULO_I";NA;NA;"Brazil, Suriname";NA;2;"BRA-SUR[NA]_2005O"
941;"GTM-TWN[TWN]_2005O";"Guatemala Taiwan";"2005-09-22";"2006-07-01";"http://www.sice.oas.org/Trade/GTM_TWN_s/Text_s.asp#Preambulo";NA;NA;"Guatemala, Taiwan";NA;2;"GTM-TWN[TWN]_2005O"
944;"MRCSRP_2005O";"MERCOSUR Peru";"2005-11-30";"2006-02-06";"http://www.sice.oas.org/Trade/MRCSRPerACE58/ACE.asp";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Peru";NA;2;"MRCSRP_2005O"
949;"NZL-THA[NA]_2005O";"Thailand New Zealand";"2005-04-19";"2005-07-01";"https://www.mfat.govt.nz/assets/Trade-agreements/Thailand-NZ-CEP/thainzcep-agreement.pdf";NA;NA;"Thailand, New Zealand";NA;1;"NZL-THA[NA]_2005O"
950;"IND-SGP[NA]_2005O";"India Singapore";"2005-06-29";"2005-08-01";"https://wits.worldbank.org/GPTAD/PDF/archive/India-singapore.pdf";NA;NA;"India, Singapore";NA;2;"IND-SGP[NA]_2005O"
951;"TRNPSE_2005O";"Trans-Pacific Strategic Economic Partnership";"2005-07-18";"2006-05-28";"http://www.sice.oas.org/Trade/CHL_Asia_e/TransPacific_ind_e.asp";NA;NA;"Brunei Darussalam, Chile, Singapore, New Zealand";NA;2;"TRPSEP_2005O"
952;"KOR-SGP[KOR]_2005O";"Korea Republic Of Singapore";"2005-08-04";"2006-03-02";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2709/download";NA;NA;"South Korea, Singapore";NA;1;"KOR-SGP[KOR]_2005O"
953;"FRO-ISL[NA]_2005O:FRO-ISL[NA]_1992O";"Iceland Faroe Islands";"2005-08-31";"2006-11-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Faroe%20Island-%20Iceland.pdf";NA;NA;"Iceland, Faroe Islands";NA;2;"FRO-ISL[NA]_2005O"
956;"CHL-CHN[NA]_2005O";"Chile China";"2005-11-18";"2006-10-01";"http://fta.mofcom.gov.cn/chile/xieyi/freetradexieding2.pdf";NA;NA;"Chile, China";NA;2;"CHL-CHN[NA]_2005O"
957;"JPN-MYS[NA]_2005O";"Japan Malaysia";"2005-12-13";"2006-07-13";"https://www.mofa.go.jp/region/asia-paci/malaysia/epa/content.pdf";NA;NA;"Japan, Malaysia";NA;2;"JPN-MYS[NA]_2005O"
959;"EFTKOR_2005O";"EFTA Korea Republic Of";"2005-12-15";"2006-09-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/republic-of-korea/EFTA-%20Republic%20of%20Korea%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, South Korea";NA;1;"EFTKRR_2005O"
960;"EGY-TUR[NA]_2005O";"Egypt Turkey";"2005-12-27";"2007-03-01";"https://edit.wti.org/document/show/192e68eb-b05f-4fad-b71a-e6cfe897fd83";NA;NA;"Egypt, Turkey";NA;2;"EGY-TUR[NA]_2005O"
962;"BLZ-GTM[NA]_2006O";"Belize Guatemala";"2006-06-26";"2010-04-04";"http://www.sice.oas.org/trade/blz_gtm/index_e.asp";NA;NA;"Belize, Guatemala";NA;2;"BLZ-GTM[NA]_2006O"
964;"CBMRCS_2006O";"Cuba MERCOSUR";"2006-07-26";"2007-07-02";NA;NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Cuba";1;2;"CBMRCS_2006O"
966;"EFSACU_2006O";"EFTA Southern African Customs Union (SACU)";"2006-06-26";"2008-05-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/southern-african-customs-union-SACU/EFTA-SACU%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Botswana, Liechtenstein, Lesotho, Norway, Namibia, Switzerland, South Africa, Swaziland";NA;2;"EFSACU_2006O"
967;"IRN-SYR[IRS]_2006O";"Iran Syria";"2006-02-23";"";"http://syrecon.gov.sy/pdf/Iran/English/the%20text%20of%20the%20agreement.pdf";NA;NA;"Iran, Syria";NA;2;"IRN-SYR[IRS]_2006O"
968;"NIC-TWN[TWN]_2006O";"Nicaragua Taiwan";"2006-06-16";"2008-01-01";"http://www.sice.oas.org/Trade/NIC_TWN/NIC_TWN_e/index_e.asp";NA;NA;"Nicaragua, Taiwan";NA;2;"NIC-TWN[TWN]_2006O"
978;"ASEANK_2006O:ASENKR_2005O";"ASEAN Korea";"2006-08-24";"2006-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/ASEAN-Korea.pdf";NA;NA;"Brunei, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam, South Korea";NA;2;"ASENKR_2006O:ASENKR_2005O"
979;"OMN-USA[NA]_2006O";"US Oman";"2006-01-19";"2009-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/us-oman.pdf";NA;NA;"United States, Oman";NA;2;"OMN-USA[NA]_2006O"
981;"PAN-SGP[NA]_2006O";"Panama Singapore";"2006-03-01";"2006-07-24";"https://wits.worldbank.org/GPTAD/PDF/archive/Singapore-Panama.pdf";NA;NA;"Panama, Singapore";NA;2;"PAN-SGP[NA]_2006O"
982;"CHL-IND[NA]_2006O";"Chile India";"2006-03-08";"2007-08-17";"http://www.sice.oas.org/Trade/CHL_IND/CHL_IND_Index_e.asp";NA;NA;"Chile, India";NA;2;"CHL-IND[NA]_2006O"
983;"BGD-IND[NA]_2006O";"Bangladesh India";"2006-03-21";"2006-04-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Bangladesh-India.pdf";NA;NA;"Bangladesh, India";NA;2;"BGD-IND[NA]_2006O"
984;"PER-USA[NA]_2006O";"US Peru";"2006-04-12";"2009-02-01";"https://wits.worldbank.org/GPTAD/PDF/archive/US-Peru.pdf";NA;NA;"Peru, USA";NA;2;"PER-USA[NA]_2006O"
989;"CHL-PAN[NA]_2006O";"Panama Chile";"2006-06-27";"2008-03-07";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/3002/download";NA;NA;"Panama, Chile";NA;2;"CHL-PAN[NA]_2006O"
990;"BTN-IND[NA]_2006O:BTN-IND[NA]_1972O";"India Bhutan";"2006-07-28";"2006-07-29";"http://www.commerce.nic.in/trade/bhutan.pdf";NA;NA;"India, Bhutan";NA;2;"BTN-IND[NA]_2006O"
991;"CHL-PER[NA]_2006O:CHL-PER[NA]_1998O";"Peru Chile";"2006-08-22";"2009-03-01";"http://www.sice.oas.org/Trade/CHL_PER_FTA/Index_s.asp";NA;NA;"Peru, Chile";NA;2;"CHL-PER[NA]_2006O"
993;"JPN-PHL[NA]_2006O";"Japan Philippines";"2006-09-09";"2008-12-11";"https://www.mofa.go.jp/region/asia-paci/philippine/epa0609/main.pdf";NA;NA;"Japan, Philippines";NA;2;"JPN-PHL[NA]_2006O"
994;"COL-USA[NA]_2006O";"US Colombia";"2006-11-22";"2012-05-15";"http://www.sice.oas.org/Trade/COL_USA_TPA_e/Text_e.asp#Preamble";NA;NA;"United States, Colombia";NA;2;"COL-USA[NA]_2006O"
995;"CHN-PAK[NA]_2006O:CHN-PAK[NA]_2003O";"Pakistan China";"2006-11-24";"2007-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/China-Pakistan.pdf";NA;1;"China, Pakistan";NA;2;"CHN-PAK[NA]_2006O"
996;"CHL-COL[NA]_2006O:CHL-COL[NA]_1993O";"Chile Colombia";"2006-11-27";"2009-05-08";"http://www.sice.oas.org/Trade/CHL_COL_FTA/CHL_COL_ind_s.asp";NA;NA;"Chile, Colombia";NA;2;"CHL-COL[NA]_2006O"
997;"ALBNES_2006O";"EC Albania";"2006-12-06";"2009-04-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2724/download";"";NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Albania";NA;1;"ECALBN_2006O"
998;"CNTEFT_2006A";"Central European Free Trade Agreement (CEFTA) 2006";"2006-12-19";"2007-11-22";"https://edit.wti.org/app.php/document/show/ad911381-9f93-408a-aa58-b6ff9cc467d3";NA;NA;"Albania, Bosnia And Herzegovina, Bulgaria, Croatia, Macedonia, Moldova, Montenegro, Romania, Serbia, Kosovo";NA;2;"CNTEFT_2006A"
1000;"ALB-TUR[NA]_2006O";"Turkey Albania";"2006-12-22";"2008-05-01";"http://rtais.wto.org/rtadocs/560/TOA/English/01-MAIN_TEXT.doc";NA;NA;"Turkey, Albania";NA;2;"ALB-TUR[NA]_2006O"
1002;"AS04CS_2007O:AS04CS_2007O";"Association Of South East Asian Nations China Services";"2007-01-14";"2007-07-01";"https://asean.org/agreement-on-trade-in-services-of-the-framework-agreement-on-comprehensive-economic-co-operation-between-the-association-of-southeast-asian-nations-and-the-peoples-republic-of-china/";NA;NA;"Brunei, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam, China";NA;2;"AS04CS_2007O:AS04CS_2007O"
1003;"AS04KS_2007O:AS04KS_2007O";"Association Of South East Asian Nations Korea Services";"2007-11-21";"2009-05-01";"https://asean.org/wp-content/uploads/2021/08/Microsoft-Word-AK-ATS-Agreement-_ASEAN-Version_-14-Nov-2007-checked-relayed-out.doc.pdf";NA;NA;"Brunei, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam, South Korea";NA;2;"AS04KS_2007O:AS04KS_2007O"
1004;"BRN-JPN[NA]_2007O";"Brunei Japan";"2007-06-18";"2008-07-31";"https://www.mofa.go.jp/region/asia-paci/brunei/epa0706/agreement.pdf";NA;NA;"Brunei, Japan";NA;2;"BRN-JPN[NA]_2007O"
1005;"CLMBNT_2007O";"Colombia Northern Triangle";"2007-08-09";"2010-03-15";"http://www.sice.oas.org/TPD/COL_Norte/Text/Index_s.asp";NA;NA;"El Salvador, Guatemala, Honduras";NA;2;"CLMBNT_2007O"
1006;"ECLSBN_2007O";"EC Lisbon";"2007-12-13";"2009-12-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A12007L%2FTXT";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden";NA;1;"ECLSBN_2007O"
1007;"ECMNTS_2007O";"EC Montenegro SAA";"2007-10-15";"2010-05-01";"https://edit.wti.org/app.php/document/show/e8495d4a-2c7e-4264-8229-941a3115c5ef";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, United Kingdom, Montenegro";NA;1;"ECMNTS_2007O"
1008;"ISRLMR_2007O";"Israel MERCOSUR";"2007-12-18";"2009-12-23";"https://www.gov.il/BlobFolder/policy/israel-mercosur-free-trade-agreement/he/sahar-hutz_agreements_Mercosur-fta-EN-2010.pdf";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Israel";NA;2;"ISRLMR_2007O"
1014;"EFTEGY_2007O";"EFTA Egypt";"2007-01-27";"2007-08-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/egypt/EFTA-Egypt%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Egypt";NA;2;"EFTEGY_2007O"
1015;"CHL-JPN[NA]_2007O";"Chile Japan";"2007-03-27";"2007-09-03";"https://www.mofa.go.jp/region/latin/chile/joint0703/agreement.pdf";NA;NA;"Chile, Japan";NA;2;"CHL-JPN[NA]_2007O"
1016;"JPN-THA[NA]_2007O";"Japan Thailand";"2007-04-03";"2007-11-01";"https://www.mofa.go.jp/region/asia-paci/thailand/epa0704/agreement.pdf";NA;NA;"Japan, Thailand";NA;2;"JPN-THA[NA]_2007O"
1017;"ELSHCT_2007O";"El Salvador- Honduras Chinese Taipei";"2007-05-07";"2008-03-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Taiwain_ElSalvador_Honduras.pdf";NA;NA;"Taiwan, El Salvador, Honduras";NA;2;"ELSHCT_2007O"
1020;"PAN-USA[NA]_2007O";"US Panama";"2007-06-28";"2012-10-31";"https://ustr.gov/trade-agreements/free-trade-agreements/panama-tpa/final-text";NA;NA;"United States, Panama";NA;2;"PAN-USA[NA]_2007O"
1021;"KOR-USA[KOR]_2007O";"Korea Republic Of US";"2007-06-30";"2012-03-15";"https://ustr.gov/trade-agreements/free-trade-agreements/korus-fta/final-text";NA;NA;"South Korea, United States";NA;1;"KOR-USA[KOR]_2007O"
1022;"MUS-PAK[NA]_2007O";"Mauritius Pakistan";"2007-07-30";"2007-11-30";"https://www.mcci.org/media/1280/preferential-trade-agreement-mauritius-and-pakistan.pdf";NA;NA;"Mauritius, Pakistan";NA;2;"MUS-PAK[NA]_2007O"
1024;"IDN-JPN[NA]_2007O";"Japan Indonesia";"2007-08-20";"2008-07-01";"https://www.mofa.go.jp/region/asia-paci/indonesia/epa0708/agreement.pdf";NA;NA;"Japan, Indonesia";NA;2;"IDN-JPN[NA]_2007O"
1027;"MYS-PAK[NA]_2007O";"Pakistan Malaysia";"2007-11-08";"2008-01-01";"https://fta.miti.gov.my/miti-fta/resources/auto%20download%20images/55892379ea5d1.pdf";NA;NA;"Pakistan, Malaysia";NA;2;"MYS-PAK[NA]_2007O"
1028;"GEO-TUR[NA]_2007O";"Turkey Georgia";"2007-11-21";"2008-11-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Georgia-Turkey.pdf";NA;NA;"Turkey, Georgia";NA;2;"GEO-TUR[NA]_2007O"
1030;"ASEANJ_2008O";"Association Of South East Asian Nations Japan";"2008-04-14";"2008-12-01";"https://www.mofa.go.jp/policy/economy/fta/asean/agreement.pdf";NA;NA;"Brunei, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam, Japan";NA;2;"ASEANJ_2008O"
1031;"CRFREE_2008O";"CARIFORUM EC EPA";"2008-10-15";"2008-12-29";"http://publications.europa.eu/resource/cellar/f5c1c99f-9d19-452b-b0b0-ed690a53dd5f.0006.05/DOC_1";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Antigua and Barbuda, Bahamas, Barbados, Belize, Dominica, Dominican republic, Grenada, Guyana, Haiti, Jamaica, Saint Christopher and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago";NA;2;"CRFREE_2008O"
1032;"CHL-ECU[NA]_2008O:CHL-ECU[NA]_1994O";"Chile Ecuador";"2008-03-10";"2010-01-25";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/3084/download";"2022-05-16";NA;"Chile, Ecuador";NA;1;"CHL-ECU[NA]_2008O:CHL-ECU[NA]_1994O"
1033;"CLMBEF_2008O";"Colombia EFTA";"2008-11-25";"2011-07-01";"https://www.efta.int/sites/default/files/documents/legal-texts/free-trade-relations/colombia/EFTA-Colombia%20FTA%20-%20Main%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Colombia";NA;2;"CLMBEF_2008O"
1034;"CTDVEE_2008O";"Cote DIvoire EC EPA";"2008-11-26";"";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2571/download";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Ivory Coast";NA;2;"CTDVEE_2008O"
1035;"ECSRBS_2008O";"EC Serbia SAA";"2008-04-29";"2013-09-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2013.278.01.0014.01.ENG&toc=OJ%3AL%3A2013%3A278%3AFULL";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Serbia";NA;2;"ECSRBS_2008O"
1038;"URY-VEN[VNZ]_2008O:URY-VEN[VNZ]_1981O";"Uruguay Venezuela";"2008-08-17";"2009-04-03";"http://www.sice.oas.org/Trade/URY_VEN/Text_s.asp";NA;NA;"Uruguay, Venezuela";NA;2;"URY-VEN[VNZ]_2008O:URY-VEN[VNZ]_1981O"
1039;"MRSACU_2008O:MRSACU_2004O";"MERCOSUR Southern African Customs Union (SACU)";"2008-04-17";"2016-04-01";"http://www.sice.oas.org/Trade/MRSRSACU/Text_2016_p.pdf";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Botswana, Lesotho, Namibia, South Africa, Swaziland";NA;2;"MRSACU_2008O:MRSACU_2004O"
1043;"CNDEFT_2008O";"Canada EFTA";"2008-01-26";"2009-07-02";"https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Canada.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Canada";NA;2;"CNDEFT_2008O"
1045;"CHN-NZL[NA]_2008O";"China New Zealand";"2008-04-07";"2008-10-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2564/download";NA;NA;"China, New Zealand";NA;2;"CHN-NZL[NA]_2008O"
1047;"PER-SGP[NA]_2008O";"Peru Singapore";"2008-05-29";"2009-08-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Peru-Singapore.pdf";NA;NA;"Peru, Singapore";NA;2;"PER-SGP[NA]_2008O"
1048;"CAN-PER[NA]_2008O";"Canada Peru";"2008-05-29";"2009-08-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Canada-Peru.pdf";NA;NA;"Canada, Peru";NA;1;"CAN-PER[NA]_2008O"
1050;"BSNHES_2008O";"EC Bosnia Herzegovina";"2008-06-16";"2008-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/EC-Bosnia-Herzegovina.pdf";"2015-05-31";NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, United Kingdom, Bosnia and Herzegovina";NA;1;"ECBSNH_2008O"
1051;"AUS-CHL[NA]_2008O";"Australia Chile";"2008-07-30";"2009-03-06";"http://www.sice.oas.org/Trade/CHL_AUS_Final_e/CHL_AUSind_e.asp";NA;NA;"Australia, Chile";NA;2;"AUS-CHL[NA]_2008O"
1054;"CHN-SGP[NA]_2008O";"China Singapore";"2008-10-23";"2009-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/China-Singapore.pdf";NA;NA;"China, Singapore";NA;2;"CHN-SGP[NA]_2008O"
1055;"CAN-COL[NA]_2008O";"Canada Colombia";"2008-11-21";"2011-08-15";"https://wits.worldbank.org/GPTAD/PDF/archive/canada-columbia.pdf";NA;NA;"Canada, Colombia";NA;2;"CAN-COL[NA]_2008O"
